Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO27,OUT035,1648.5598690902316
DRL23,OUT027,2940.8510815554896
FDS28,OUT046,978.230719142651
FDX24,OUT013,1395.0651838166887
FDZ02,OUT035,1653.9054451293368
FDL46,OUT045,1845.0653342979367
FDS60,OUT027,4797.794689430971
NCO06,OUT017,612.222751550936
FDO16,OUT035,1520.1956654283736
FDC60,OUT049,1335.7398830571337
FDA48,OUT018,3181.051843412616
FDZ36,OUT027,5012.007942436514
FDK27,OUT045,1827.0661865492825
FDW23,OUT018,560.2916822738491
FDM14,OUT018,1506.1051903235648
FDM14,OUT013,1712.4806362268546
FDW60,OUT018,2618.951238339818
FDE21,OUT013,1887.0977900066164
NCM42,OUT035,1839.9596071890658
FDY59,OUT010,240.23418388086077
DRI49,OUT049,1293.5136945555064
FDT28,OUT019,335.32321449732825
FDQ22,OUT018,553.9536906677167
FDR60,OUT049,1227.02371115209
FDC50,OUT019,260.03119015918173
FDV24,OUT013,2423.9842788567385
DRF48,OUT010,442.44825398091285
FDQ47,OUT046,770.8069266367705
DRN36,OUT049,1542.693477823822
NCY06,OUT035,2094.807277285975
FDE52,OUT035,1486.4847390145699
NCB54,OUT045,1893.1216236258408
NCF31,OUT035,2501.156002952915
FDJ08,OUT027,5303.624003931089
NCC07,OUT017,1702.5275694413756
NCD19,OUT027,1608.32343931521
FDL46,OUT049,2092.0188035813426
FDM20,OUT045,4140.68450415982
NCI06,OUT010,441.385473133577
DRM11,OUT035,4244.124018643637
NCH07,OUT018,2313.243384151814
FDS23,OUT013,2136.188354881836
FDO49,OUT018,655.7333117000458
FDS35,OUT049,1021.3149833035131
DRK39,OUT045,1347.1287747090964
DRI39,OUT049,919.3882298948276
FDV04,OUT017,2493.1865039110176
NCN14,OUT035,3080.6876498231863
FDH08,OUT013,3902.4411735824087
FDS20,OUT046,3019.148864320459
FDV40,OUT049,1183.668715296522
FDZ48,OUT010,248.60366455203228
FDS24,OUT027,2467.2857360406047
FDK44,OUT049,2877.5209359074242
FDS48,OUT045,2522.8158367293254
FDK26,OUT010,484.9241554771624
FDD23,OUT045,3117.5230205900843
NCH54,OUT017,2624.9570198926663
NCP14,OUT010,270.4492417241305
FDM60,OUT010,148.68722454240594
FDV24,OUT017,2479.0695823675896
FDH08,OUT018,3112.985357820071
FDS12,OUT027,3302.0725534097637
FDR39,OUT027,4959.8237057756305
FDP12,OUT027,1224.3976586442766
DRF60,OUT027,5803.799517735802
FDC09,OUT035,1771.6064519388692
FDF50,OUT018,2974.04799792598
FDG28,OUT035,4099.413836845729
NCE19,OUT017,881.931893548778
NCM53,OUT010,267.45349447469374
NCN18,OUT049,1781.52668210664
FDF32,OUT035,3325.2628460958827
FDF11,OUT013,3889.8307553785567
DRI59,OUT049,3850.827354065916
NCG54,OUT035,3050.05748301339
FDM44,OUT046,1729.7749580163495
FDT57,OUT018,3093.2670345094543
FDV24,OUT046,2336.124373763949
FDI50,OUT019,564.1857816926098
FDS09,OUT035,849.92182522014
NCC31,OUT027,4024.4382607258017
FDQ07,OUT019,538.9619328335518
FDC22,OUT017,3279.949164292242
FDZ56,OUT046,2560.1423098995697
FDZ40,OUT019,146.2103414660594
FDS46,OUT027,2981.7534614280903
DRD24,OUT045,2237.236827864792
FDV45,OUT017,3212.549997543272
FDL26,OUT045,2579.205753952974
FDA56,OUT018,1747.1013772290785
FDN27,OUT046,2014.6206804529925
FDM20,OUT049,4132.937894522409
FDO16,OUT017,1397.19121217289
FDL03,OUT035,3288.1213724033337
FDE58,OUT046,1975.4792464472184
FDI02,OUT027,2918.011163676575
NCC55,OUT019,120.3653836022842
FDR03,OUT018,2854.7228908611787
FDB14,OUT017,1482.8895083331452
FDR45,OUT013,4173.366410613083
NCN07,OUT017,2177.244295501958
FDM51,OUT019,270.8880187880205
FDT52,OUT027,5892.03897170508
FDL26,OUT046,2388.1653603780037
NCZ42,OUT046,3587.8383585385295
DRI47,OUT019,357.6600611944307
FDW40,OUT013,2453.8215210402354
FDN34,OUT046,2860.3361512818724
FDS01,OUT035,3183.9075500998574
NCG55,OUT045,1888.1974997026666
FDC11,OUT035,1441.8131387674905
FDX35,OUT018,3103.5318639823986
NCB06,OUT046,2452.4463282374213
FDR09,OUT019,674.022192373305
FDC53,OUT017,1742.4649903576876
FDY45,OUT013,4261.003247064895
FDA22,OUT010,426.5814435058302
FDE02,OUT035,1579.5455922877802
FDW21,OUT045,1660.9404107760117
FDV34,OUT046,1246.0121511131679
FDS59,OUT049,1814.8855528592478
NCW17,OUT017,2167.0417752292547
NCK54,OUT046,1989.2508149058465
FDG17,OUT019,587.7152847919821
FDG35,OUT017,2965.7765296987513
FDD08,OUT010,134.19251104436134
NCO07,OUT017,3708.8163043264854
FDJ10,OUT010,340.5235979586356
FDW36,OUT017,1780.0018401226293
FDW21,OUT010,246.14324286318487
FDY19,OUT017,1928.1307339171153
DRE03,OUT013,737.1626153856903
NCC55,OUT049,653.9131438007236
FDH52,OUT010,190.60649143923277
FDO09,OUT017,4150.089548426081
FDU43,OUT045,3957.9737252422547
FDX09,OUT010,420.8699476261309
FDH40,OUT019,227.4224671157264
FDW58,OUT017,1751.5468184465933
FDC47,OUT017,3865.3060624785244
NCR41,OUT035,1588.323619914579
DRG49,OUT035,4011.5014309212543
FDC52,OUT027,4085.2829028850333
FDY13,OUT046,1242.618406097252
FDY35,OUT013,709.5575764181984
FDI35,OUT017,3098.827232309122
NCU18,OUT049,2433.474731592154
FDY33,OUT018,2338.6720178805826
FDC15,OUT027,3916.423829758561
FDU01,OUT049,3265.7132383843373
NCU42,OUT046,2792.6015478454706
NCV29,OUT018,2521.9758717086065
NCY30,OUT017,3060.746753242534
FDQ46,OUT049,1782.3847325539768
FDG58,OUT027,4065.3385620000404
FDK33,OUT017,3798.605555073737
NCD07,OUT045,1751.344556087231
NCX29,OUT027,3727.7635031372124
NCT42,OUT013,2455.994183490625
DRN59,OUT035,801.0545649363722
FDI44,OUT035,1353.477148154213
FDA45,OUT049,2929.8937149649178
FDP31,OUT045,1093.272086257424
FDY01,OUT046,1945.543979309074
FDT09,OUT018,1828.335694218995
DRH03,OUT027,2576.63190673656
FDA36,OUT018,2709.915191795086
NCF31,OUT017,2513.016229660297
FDG14,OUT049,2379.026365606966
FDG28,OUT027,5872.7647536154955
FDU14,OUT049,4085.3976369340985
FDY47,OUT019,327.0929691999216
FDI56,OUT049,1402.3905618547712
DRD01,OUT013,829.650636269168
FDM22,OUT046,975.004658764161
FDH33,OUT013,673.068676376788
DRZ24,OUT013,1920.9305470368784
NCQ38,OUT046,1789.3242455166642
FDO16,OUT027,2332.501082367583
FDU07,OUT027,3736.1262093284226
NCB07,OUT013,3003.111922750524
FDU48,OUT045,2030.4180106109975
NCM43,OUT045,2878.6751395135047
FDR31,OUT010,380.3164393363844
DRK49,OUT018,569.2455528955222
NCI30,OUT010,624.4889726306515
DRD60,OUT017,3226.0852275139277
NCG19,OUT046,3444.6519486682146
FDH12,OUT035,1636.1717156403777
FDM32,OUT035,1507.407688025599
FDM27,OUT035,2722.8434645510138
NCU53,OUT027,4433.731862537135
NCQ18,OUT046,1616.5460970951037
FDS10,OUT013,3056.7239836963918
FDB33,OUT027,4044.5664678226585
FDI12,OUT013,1411.6284776878229
NCW42,OUT013,3540.004352905058
NCC06,OUT018,1872.0721687858302
FDW02,OUT017,2109.5024959369703
NCD43,OUT017,1762.8099324611626
FDM57,OUT018,1184.2517675283648
FDA58,OUT017,3922.2995430427463
FDK56,OUT046,3060.930193348411
FDP52,OUT045,3811.303002744239
FDW20,OUT018,1749.0659251193888
FDS52,OUT049,1623.0252970274296
NCT29,OUT018,1690.681379455733
NCL54,OUT013,2975.9880335499392
FDC05,OUT045,3069.6315066081506
FDF34,OUT035,3186.8554536617885
FDP03,OUT027,3294.9302132215353
FDD32,OUT010,201.6908865402695
FDZ10,OUT045,2084.136055648374
FDZ40,OUT035,873.3344886546296
FDD51,OUT018,620.1110421657202
NCY30,OUT019,421.5206246596314
FDP58,OUT017,3749.009442566107
FDV49,OUT017,4230.133915452533
FDY24,OUT019,153.99671632934056
NCO55,OUT017,1818.1246683799682
FDR13,OUT017,2025.176571377283
FDS51,OUT017,985.8270572825319
FDP26,OUT045,1575.0466414752048
NCB54,OUT027,3383.1256568603167
FDF32,OUT017,3289.5447521390493
FDN31,OUT018,2809.0009694452724
DRM48,OUT017,652.851857777335
FDN20,OUT049,2814.1417757216136
DRL01,OUT046,3625.36261875763
FDV56,OUT049,1766.924695382541
DRH13,OUT027,2778.1154618341493
FDA03,OUT017,2480.965633833298
FDF47,OUT027,5585.358611390158
FDX32,OUT046,2642.9066935884075
FDX57,OUT049,1594.325447661255
NCA30,OUT045,2790.8005011037917
FDO49,OUT013,756.4506583088942
FDL04,OUT019,277.7653508324778
DRM48,OUT035,742.3162269592123
FDR16,OUT013,3292.009894315503
NCC19,OUT018,2849.09245523936
NCE42,OUT045,3726.76750613692
FDY24,OUT017,868.041589414847
FDH19,OUT049,2914.9522140732925
FDJ46,OUT013,2865.062509808325
FDN45,OUT010,613.8599670943312
FDY08,OUT035,2262.62902054343
FDZ37,OUT035,1499.3640241211967
NCT30,OUT045,773.5846264422787
DRY23,OUT018,586.7067460060829
NCZ30,OUT018,1790.7465094962527
FDC44,OUT018,1543.228567317775
FDB45,OUT035,1714.7260749079758
FDY04,OUT013,2508.572050846752
FDM27,OUT046,2597.159726552793
FDZ43,OUT017,4103.483029775371
FDT39,OUT019,366.96486585649984
NCC06,OUT019,297.4496133256254
FDL15,OUT027,3975.056595654322
FDL57,OUT017,4281.873507415005
FDU08,OUT046,1611.4732040502965
FDK40,OUT017,4191.0808280470255
FDQ12,OUT010,536.2233680577593
FDS48,OUT017,2430.090067106438
FDP09,OUT045,3374.6148037399903
FDW21,OUT049,1613.2451704123625
FDY25,OUT035,3175.7402725202137
DRE13,OUT017,1483.4960088553642
FDV43,OUT019,117.0739410544257
FDD22,OUT045,1698.6413704103575
FDM46,OUT019,259.6042515697503
NCO30,OUT010,436.7489437048223
FDM25,OUT046,2870.6921497778985
NCN41,OUT049,2127.050910135944
FDU24,OUT045,1454.9006740258742
FDZ50,OUT046,3120.8169843476558
FDP45,OUT013,4189.870096825785
NCM54,OUT045,1980.4932816567211
FDW10,OUT019,413.1653247348749
FDP20,OUT017,2096.2667306778408
FDK32,OUT046,2617.191790101554
FDN52,OUT049,1343.1020160032897
FDM58,OUT045,1824.3354891830086
FDZ46,OUT027,2912.379590602043
NCA18,OUT018,1705.2081507395283
FDD35,OUT046,2110.158776760407
NCK31,OUT035,808.4995606948088
FDI40,OUT027,2781.3955330757863
FDT50,OUT019,273.05519841846717
NCT06,OUT046,2574.6337912726963
FDT31,OUT035,3072.73212043497
FDT45,OUT049,862.5427107177139
FDT13,OUT045,2817.307940349481
FDO50,OUT045,1404.9748668292104
NCU18,OUT010,368.39401465262347
NCR54,OUT049,3328.441057711474
NCO18,OUT018,2549.0505409689417
FDU09,OUT045,866.0125288288353
FDT13,OUT018,2723.5882123661536
FDE09,OUT046,1874.2182980512744
NCK53,OUT019,260.94982711042934
FDG45,OUT049,3634.465747087955
DRH15,OUT035,790.1419964077135
FDO21,OUT019,545.2957080655262
FDD14,OUT027,4908.220503445115
FDC09,OUT046,1767.4189175880485
FDH45,OUT027,1310.972589882552
FDV32,OUT046,1112.063948072694
FDG12,OUT035,2049.945286523268
FDS32,OUT013,2375.7883498249726
NCL55,OUT018,3416.0327612251294
DRE01,OUT035,3870.079180543815
DRE15,OUT049,1219.199500420425
NCL42,OUT045,3849.349833015787
FDP31,OUT013,954.1714930189343
FDN33,OUT018,1310.8284253572326
FDZ59,OUT046,2774.790411018928
FDE45,OUT010,421.74980070287495
FDJ07,OUT013,1830.5402151496187
FDQ45,OUT018,2667.6960696886695
FDM33,OUT027,5627.909753866256
FDO15,OUT010,242.82257882868723
FDM46,OUT013,1526.9370875852533
FDR03,OUT045,3277.9854618441855
FDY49,OUT018,2322.1660143147005
FDQ60,OUT045,1845.6894410917096
FDW10,OUT049,2849.6405180994816
FDO51,OUT049,775.9625645536705
FDJ40,OUT018,1466.8864458525368
FDS20,OUT018,2618.781033450023
FDU45,OUT013,1923.1635172508984
FDV02,OUT035,2970.0104587276373
FDN09,OUT046,3672.1172294850326
NCM55,OUT027,5170.828648276423
FDN23,OUT018,2085.7960356839953
FDY31,OUT010,350.95279178729817
FDW03,OUT010,240.7877756995191
FDD14,OUT046,2780.3897908512363
FDV23,OUT017,2011.579405026602
DRI03,OUT045,2767.635269106991
FDN13,OUT035,1617.4919944755322
FDF45,OUT027,1716.1708250452264
FDU46,OUT035,1471.157118475789
FDB57,OUT049,3588.2305523803784
FDV12,OUT049,1650.3331919782615
FDQ58,OUT013,2429.9663616559114
NCA18,OUT017,1851.2895399351155
FDH52,OUT049,989.8206790248954
FDM24,OUT018,2180.934114866291
NCP43,OUT027,4944.2158176828325
NCO18,OUT019,427.17821521000593
FDM32,OUT017,1461.940882550835
NCL07,OUT017,670.008483012351
FDK03,OUT013,4245.16182935888
FDP59,OUT017,1705.5475229541894
FDQ24,OUT049,4118.71953046302
FDQ16,OUT018,1457.9992646312926
FDU44,OUT013,2434.0424512284285
FDH28,OUT010,177.7306759776901
FDV28,OUT019,139.24893505543278
FDM22,OUT045,859.8572516086874
FDR56,OUT046,3066.155137647935
FDV39,OUT049,3249.842942644065
FDU37,OUT019,242.72207006784382
FDQ11,OUT010,607.9236716083064
FDX02,OUT045,3540.647800781116
NCS42,OUT018,1309.2484101670682
FDY57,OUT027,2689.263663102497
FDB21,OUT049,4004.903241492529
FDE28,OUT017,3863.7636886428068
FDQ55,OUT017,1907.9354840581734
FDA48,OUT049,3673.0733512515076
FDZ19,OUT045,2584.1453995425427
NCC43,OUT045,3905.354977309719
NCV18,OUT046,1437.1328805909798
NCA42,OUT018,2328.0335539025955
FDY45,OUT046,3838.629735168559
NCC30,OUT045,2797.553235204491
FDM57,OUT013,1396.7413800832087
FDL09,OUT010,437.49042989637513
FDB09,OUT027,3236.512700829091
FDT44,OUT035,1857.5718947538103
NCT06,OUT027,4250.119148065013
FDX26,OUT049,3132.1849929414293
FDK32,OUT013,2495.195927997935
DRA12,OUT046,2198.5460880071587
FDO46,OUT010,471.8981979940999
FDE52,OUT013,1419.3765006833191
NCH42,OUT045,3688.374454251499
FDV08,OUT035,730.8615644234739
FDB47,OUT018,3067.892748395991
FDC28,OUT010,257.2783359808803
FDD22,OUT046,1818.3868952848613
FDS07,OUT027,3083.1525634949085
DRI13,OUT045,3537.6206664156066
FDG32,OUT018,3206.3026498688823
FDU14,OUT017,4156.006005586905
FDD28,OUT019,162.08060668807636
NCP41,OUT017,1836.550066950997
FDS08,OUT049,2897.2160783292557
FDX47,OUT045,2544.3873436317353
FDC53,OUT019,260.5822416303161
FDQ19,OUT035,4123.064912541434
FDL14,OUT045,2501.952041566165
FDM33,OUT019,589.1835266793481
FDA51,OUT045,1850.7525174209493
FDZ27,OUT018,694.5804658548179
FDT04,OUT046,690.0048131426322
DRC13,OUT049,2074.6895423297988
FDR16,OUT027,5490.774805751841
FDQ03,OUT027,5841.089054503169
FDE38,OUT035,2809.268342470348
DRH23,OUT027,1840.7905367366484
FDT11,OUT019,490.4651625300932
FDD09,OUT035,3187.517638365341
FDR40,OUT045,1380.744748066214
FDX07,OUT017,3294.794166193381
FDR07,OUT035,1639.6440559417179
FDA51,OUT017,1988.4991551927897
FDT59,OUT019,593.0146892092478
FDF20,OUT017,3449.4474749986116
FDR13,OUT045,1903.1447854044561
FDY26,OUT049,3547.1454933079467
FDW04,OUT017,2080.0462507287375
FDK52,OUT017,3844.8370086652244
FDN60,OUT049,2662.052605813136
FDM09,OUT019,446.45126986031113
FDP46,OUT049,1360.0536430756295
FDB50,OUT019,240.0061693928719
NCQ29,OUT049,4182.988047317648
FDP16,OUT027,6061.743450910929
FDX33,OUT018,2449.7356924564097
FDP07,OUT010,481.24680587107804
FDN22,OUT046,3733.347480482833
FDF39,OUT049,4071.365760387294
FDS21,OUT017,972.7116478666238
NCM42,OUT013,1728.3650272240293
FDK50,OUT019,418.83952827813977
DRF13,OUT027,3878.6223478176403
FDH35,OUT018,2321.0337939516057
FDP60,OUT018,1364.134843004235
DRJ49,OUT027,3237.486453721491
NCT42,OUT019,336.32753017053653
FDE38,OUT049,2687.9249488261034
FDI04,OUT049,3360.0927314290734
NCH54,OUT045,2702.0666717803
FDT56,OUT049,957.4451777177771
DRD15,OUT018,3122.913289257222
FDV58,OUT013,3133.670545727923
FDP21,OUT049,3377.249077602732
FDH05,OUT013,3781.046762198439
FDR10,OUT027,4196.263491964885
NCP06,OUT045,2594.7687200644054
FDF33,OUT049,1741.3610267681347
DRK37,OUT013,3250.9981544393286
DRH49,OUT045,1329.2217953874706
FDT58,OUT013,2669.630369832514
FDD41,OUT018,1501.8882913614864
FDP40,OUT018,1535.518260479453
FDM51,OUT027,2805.118175636121
FDO45,OUT010,198.3473263700186
FDW33,OUT010,247.4192804102763
FDY24,OUT045,895.0059963033752
FDB10,OUT010,615.4434451402288
FDM40,OUT035,2281.8575951478806
NCI06,OUT017,3258.0790140338436
FDW12,OUT019,348.67724209587846
FDX48,OUT027,4150.730116356637
NCW05,OUT027,2950.7402316066014
FDX27,OUT017,1569.866633433307
DRM37,OUT045,2941.9506922566625
FDA38,OUT045,4066.5224400501443
FDR36,OUT046,764.9178535995568
FDZ45,OUT046,3180.0666645351384
FDG05,OUT017,2581.4972381816347
FDK28,OUT013,4338.440769072561
FDV47,OUT045,1309.7153323308307
FDN21,OUT045,2680.312488094167
FDP20,OUT027,3296.637679392734
FDI35,OUT045,2764.0551342592325
DRY23,OUT013,704.8661457107598
FDA56,OUT017,2061.345692212831
FDB09,OUT013,2041.2533030452523
NCO26,OUT027,3031.0671344716584
FDQ49,OUT018,2273.3416082986832
FDI52,OUT027,3149.9634858996606
FDZ44,OUT027,3038.7916171482416
FDZ09,OUT018,2381.408816931111
FDY03,OUT049,1876.1388795290372
NCG42,OUT017,2133.146771086285
DRI13,OUT027,5530.855152663076
FDQ32,OUT013,2050.248122952069
FDW16,OUT035,1487.7255211213883
FDU27,OUT046,850.137448740333
FDR28,OUT010,386.8185802778677
FDQ49,OUT010,383.80851395273936
FDS37,OUT046,1986.3281001731925
FDW26,OUT018,3141.922636333972
FDX12,OUT018,3142.744471324449
NCP06,OUT013,2457.7238532341253
FDW45,OUT010,370.0304602242585
NCN30,OUT049,1514.0426667471177
FDN24,OUT049,877.2392803176718
NCL41,OUT027,1155.0223824968577
FDR02,OUT019,284.53935233280475
FDD09,OUT010,423.1667282194108
FDS33,OUT010,205.28735134057294
FDU22,OUT045,1831.4846440588624
FDI53,OUT013,2522.8562022488463
DRH01,OUT049,2882.255800342904
FDX32,OUT013,2508.3165841997497
NCP30,OUT018,554.3360164841226
FDB60,OUT045,2828.682420235679
FDB14,OUT049,1457.302001393652
NCP02,OUT035,977.2435099458672
FDJ10,OUT017,2298.0934370779446
FDG34,OUT046,1940.6255699308585
NCB18,OUT017,1439.1972743742124
FDM16,OUT049,1189.9027056809539
FDW25,OUT018,1225.7831495393875
FDB35,OUT010,215.18670733964217
DRN11,OUT013,2437.1865587027705
FDF41,OUT019,573.9567987033472
FDH16,OUT045,1442.5566093109196
NCQ50,OUT018,3079.8960849842606
DRH23,OUT018,810.807314908033
DRJ37,OUT013,2367.881940800906
DRJ24,OUT027,5020.164685608246
FDY16,OUT035,3167.8706349682843
FDQ27,OUT045,1718.2394190153218
FDZ33,OUT045,2360.2670344944013
FDF29,OUT045,2112.778578424526
FDA08,OUT049,2809.073638002532
FDG31,OUT046,1102.6571047882826
FDE34,OUT019,443.59111517040617
NCR30,OUT027,2121.112854071709
FDV33,OUT035,4261.712394040856
DRZ24,OUT018,1713.25937853283
NCL54,OUT035,3133.1390706396096
FDR12,OUT049,3023.940211712208
NCC54,OUT046,3781.4552096391462
DRN59,OUT013,722.4461223971205
FDX50,OUT019,281.8998937529207
FDV31,OUT027,4999.044386802592
NCA29,OUT027,4716.900085207965
FDW60,OUT049,3033.6649513484113
FDX08,OUT017,3208.450373956046
DRD49,OUT013,3903.9577251433934
FDD33,OUT046,3578.7120079623855
FDW35,OUT013,664.4837181335411
FDJ36,OUT017,1763.3729880884214
FDV51,OUT035,3034.729106806076
FDW36,OUT046,1712.1326154149658
FDH35,OUT046,2525.6748133127194
NCS30,OUT027,3326.239143445072
FDN49,OUT017,664.2705319920461
FDL08,OUT018,3275.861303658723
FDI09,OUT013,3767.0554215028624
FDP19,OUT018,1853.1931141247624
FDU21,OUT010,147.32489711761184
NCP41,OUT045,1622.6325669026974
FDY10,OUT013,1830.4342490386814
FDP12,OUT018,543.700062565693
NCN26,OUT049,1912.2071965254522
FDK44,OUT013,2938.679670228592
FDC28,OUT049,1697.2193533640636
FDJ41,OUT027,6033.929952332851
NCT29,OUT035,1988.2243285417126
NCH42,OUT019,602.3962463954543
FDU60,OUT018,2397.7556623070213
FDS02,OUT045,3097.0211467024637
FDC51,OUT046,2159.822820339779
FDU03,OUT013,3024.6703592889053
FDX39,OUT045,3470.0403402577504
NCY05,OUT010,166.1749976702955
NCL06,OUT027,5868.727373112025
FDD32,OUT035,1363.6956689064975
NCN41,OUT045,1912.459045750833
NCX53,OUT049,2407.512048999367
FDU57,OUT019,375.44769619114186
FDQ23,OUT046,1781.4183840379314
FDQ52,OUT045,3910.952004422794
FDC14,OUT045,717.5927521808154
FDY09,OUT035,3198.8160956632964
FDQ28,OUT045,2746.7894766474888
FDV25,OUT046,3671.6136338879087
FDJ07,OUT035,1929.7420324713867
DRB25,OUT049,1670.4774835142591
FDK52,OUT019,604.3806993367504
FDY52,OUT027,1739.8638356718861
FDB28,OUT046,3262.02306138482
FDT36,OUT035,721.4012792597955
FDV25,OUT017,3838.079402457713
NCN07,OUT027,3461.0217502787154
FDC57,OUT017,3208.1721609170518
FDQ03,OUT018,3293.0502938530553
FDU23,OUT017,2722.6062399225484
NCX41,OUT035,3646.4406144918107
NCD06,OUT035,790.2180210042224
FDW08,OUT045,1579.0042403683058
NCU29,OUT017,2329.8640427838263
NCE06,OUT013,2487.351292613622
FDV52,OUT010,325.7537161667853
FDB02,OUT017,2923.1602092877397
NCR18,OUT045,699.9524649584187
FDK16,OUT049,1477.4428744146148
NCQ29,OUT010,720.986291787372
FDZ01,OUT019,279.78271196168566
FDW27,OUT035,2664.573923163126
FDD17,OUT018,3238.091597403348
FDW39,OUT013,2841.9158400881593
DRH59,OUT045,1190.3003452534315
FDS52,OUT013,1547.4704003262327
FDU40,OUT027,5415.217796019693
NCF54,OUT013,2804.411061691397
FDH46,OUT045,1598.1536258515632
NCP14,OUT049,1723.0924248393685
FDH50,OUT049,3299.0798332955364
DRF15,OUT010,356.6771137460406
FDV27,OUT027,2439.221901719828
NCJ06,OUT049,2097.346067038278
FDN02,OUT018,3044.105170842824
FDQ51,OUT049,792.956815368713
FDQ07,OUT017,3880.3292865033854
FDS45,OUT049,1727.387485363567
NCJ06,OUT045,1911.0655713272367
FDD36,OUT035,1969.348870352453
FDY25,OUT045,2805.741347038679
FDU52,OUT046,2423.5257034798806
DRK47,OUT017,3822.605225354497
NCL30,OUT017,2106.4441281797244
FDN22,OUT035,4063.7281794729824
NCF30,OUT027,3283.011364393957
FDK03,OUT035,4245.793471249501
FDT45,OUT017,880.932907760214
NCC54,OUT027,5902.394574788657
FDP08,OUT018,2852.039995177984
