Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT04,OUT013,662.0331324558438
FDL58,OUT019,633.1099249453333
FDE52,OUT045,1448.2364362366168
FDW12,OUT035,2475.6687542535356
FDL51,OUT017,3692.843964272246
NCY42,OUT027,3656.8133572594916
FDR07,OUT017,1592.7652740109002
FDN40,OUT045,2433.1421053941776
FDB35,OUT027,2539.807205675326
FDA22,OUT017,2581.2147357122462
NCL06,OUT046,4153.516813335029
FDI35,OUT013,3074.512430279546
NCW42,OUT045,3758.0014987429518
NCX06,OUT049,2977.839111222015
FDC37,OUT027,2868.8512168289494
FDZ14,OUT018,1764.452327985749
DRG49,OUT049,3915.6099166914028
NCG06,OUT045,4115.365027619973
DRC36,OUT045,2921.519528053845
FDV21,OUT019,279.70085032821424
FDB53,OUT046,2458.1989685334543
DRP47,OUT019,627.015303283038
FDA14,OUT013,2508.4688266579165
DRC24,OUT035,2426.5795128141604
FDW21,OUT018,1398.5873729634645
NCH29,OUT046,1535.0384222095006
FDU58,OUT013,3007.6642209543006
FDY27,OUT017,2852.5747343455823
FDV56,OUT035,1712.4836162913593
FDT59,OUT046,3853.2661398235864
FDB23,OUT046,3677.5419321776276
FDR49,OUT045,750.4395679921831
FDB03,OUT010,620.6519273492935
FDN39,OUT045,2760.0567119369584
FDX02,OUT027,5766.676023943943
FDQ16,OUT027,2836.6841426946803
FDU35,OUT018,1377.5494268201066
NCT29,OUT013,2015.2263458841894
FDZ27,OUT046,781.3673452398934
FDN57,OUT017,2285.7254203417992
FDA03,OUT018,2028.0314209046505
FDZ36,OUT045,3156.56526389269
NCU05,OUT013,1321.240637382276
FDT39,OUT018,2191.5833357504084
FDK60,OUT017,1593.8090456205275
FDZ25,OUT017,2796.483190517488
FDG12,OUT046,2086.51515844138
DRB01,OUT019,478.7206141983431
NCC43,OUT027,6116.96733169195
FDX13,OUT019,603.2000673937215
FDM22,OUT049,857.4928022145854
FDJ03,OUT027,1363.9801536584796
FDU14,OUT018,3443.0112221151703
FDB33,OUT010,398.69357328133515
FDP27,OUT046,3262.9342918989823
FDO38,OUT010,214.42984350190133
FDE28,OUT027,6079.61872204031
FDO27,OUT035,1551.7690024780622
DRL23,OUT027,2818.1743757148965
FDS28,OUT046,885.1297234401047
FDX24,OUT013,1510.995320479534
FDZ02,OUT035,1546.5286713419052
FDL46,OUT045,1894.3051734879582
FDS60,OUT027,4900.974303239018
NCO06,OUT017,605.3898334409978
FDO16,OUT035,1358.6828805004675
FDC60,OUT049,1347.6060587007796
FDA48,OUT018,3127.892536751107
FDZ36,OUT027,5124.657670408345
FDK27,OUT045,1978.5478520663514
FDW23,OUT018,482.20435309635633
FDM14,OUT018,1499.6325211623077
FDM14,OUT013,1685.0827223642418
FDW60,OUT018,2620.8631437498952
FDE21,OUT013,1921.9809200883083
NCM42,OUT035,1747.1118834662134
FDY59,OUT010,225.93785207945132
DRI49,OUT049,1329.9761353119056
FDT28,OUT019,333.3847840619258
FDQ22,OUT018,490.26167052524835
FDR60,OUT049,1271.8745962550552
FDC50,OUT019,227.42688634682017
FDV24,OUT013,2453.4556987611777
DRF48,OUT010,479.66939620985147
FDQ47,OUT046,637.7889245825558
DRN36,OUT049,1534.9253895652766
NCY06,OUT035,2072.483481182823
FDE52,OUT035,1395.7088738105986
NCB54,OUT045,1989.7551147773013
NCF31,OUT035,2419.936899844311
FDJ08,OUT027,5158.225401011147
NCC07,OUT017,1746.8752295247323
NCD19,OUT027,1551.9338700542496
FDL46,OUT049,1975.0024737291012
FDM20,OUT045,4049.3887266232327
NCI06,OUT010,490.0936936576207
DRM11,OUT035,4178.055886570699
NCH07,OUT018,2328.5179384064845
FDS23,OUT013,2079.1706055445266
FDO49,OUT018,663.3932913535444
FDS35,OUT049,1048.651943835481
DRK39,OUT045,1349.069402332852
DRI39,OUT049,876.7370285428376
FDV04,OUT017,2503.696545124784
NCN14,OUT035,3236.396196480257
FDH08,OUT013,3895.2035946816773
FDS20,OUT046,3223.6212382275494
FDV40,OUT049,1246.0115011151352
FDZ48,OUT010,258.0853170166576
FDS24,OUT027,2441.3183051062592
FDK44,OUT049,2817.4976372658643
FDS48,OUT045,2485.164813149091
FDK26,OUT010,477.8874804278358
FDD23,OUT045,3046.055714261978
NCH54,OUT017,2584.318881074841
NCP14,OUT010,250.02133671046604
FDM60,OUT010,111.69128412058795
FDV24,OUT017,2511.8271752830583
FDH08,OUT018,3168.1250611863875
FDS12,OUT027,3133.130072191886
FDR39,OUT027,4903.372626884293
FDP12,OUT027,1089.220143339797
DRF60,OUT027,6126.428856106224
FDC09,OUT035,1725.7154051353123
FDF50,OUT018,2968.587194884007
FDG28,OUT035,4004.3089769435605
NCE19,OUT017,892.3809706362762
NCM53,OUT010,267.23687960682656
NCN18,OUT049,1778.0436155161315
FDF32,OUT035,2997.097343076471
FDF11,OUT013,3985.2487124860836
DRI59,OUT049,3628.7363341756504
NCG54,OUT035,2898.739749203594
FDM44,OUT046,1700.2550587168669
FDT57,OUT018,3255.291771728517
FDV24,OUT046,2472.3324741986253
FDI50,OUT019,589.1286310660669
FDS09,OUT035,786.0228468502183
NCC31,OUT027,3998.6603572974454
FDQ07,OUT019,563.920771109761
FDC22,OUT017,3189.0521645487634
FDZ56,OUT046,2856.0923569766774
FDZ40,OUT019,151.22526000933766
FDS46,OUT027,3061.6025695065723
DRD24,OUT045,2266.8978423245844
FDV45,OUT017,3129.3656749050983
FDL26,OUT045,2491.0862774961192
FDA56,OUT018,1771.0548128898854
FDN27,OUT046,1946.2164237744664
FDM20,OUT049,3904.998799692875
FDO16,OUT017,1338.8148680527831
FDL03,OUT035,3067.2482407874977
FDE58,OUT046,1944.1860149741378
FDI02,OUT027,2990.3760157408024
NCC55,OUT019,104.77971745498782
FDR03,OUT018,3131.9591435612897
FDB14,OUT017,1516.7676923185354
FDR45,OUT013,3983.213708689915
NCN07,OUT017,2093.311118676675
FDM51,OUT019,240.0958770131152
FDT52,OUT027,6152.945308897891
FDL26,OUT046,2430.0619883234244
NCZ42,OUT046,3945.575415076551
DRI47,OUT019,334.4751086457132
FDW40,OUT013,2293.2988192070547
FDN34,OUT046,2884.58730859576
FDS01,OUT035,2881.00435890381
NCG55,OUT045,1905.3848823053004
FDC11,OUT035,1349.8256985717462
FDX35,OUT018,3174.4560391846812
NCB06,OUT046,2607.168864972762
FDR09,OUT019,610.2938083183129
FDC53,OUT017,1588.508871482609
FDY45,OUT013,4143.366281024402
FDA22,OUT010,420.5424105169218
FDE02,OUT035,1549.641311705473
FDW21,OUT045,1671.055649040035
FDV34,OUT046,1223.9924357639704
FDS59,OUT049,1707.731468600966
NCW17,OUT017,2088.496132483888
NCK54,OUT046,1948.071772851656
FDG17,OUT019,605.7628046013901
FDG35,OUT017,2893.400598180981
FDD08,OUT010,111.43694341977154
NCO07,OUT017,3770.682132758997
FDJ10,OUT010,364.5722073923987
FDW36,OUT017,1762.828047202209
FDW21,OUT010,271.9930919777165
FDY19,OUT017,1954.5804111236334
DRE03,OUT013,753.3777763604392
NCC55,OUT049,649.3228502378445
FDH52,OUT010,172.86625995362516
FDO09,OUT017,4074.400052553721
FDU43,OUT045,3986.219316215315
FDX09,OUT010,442.41528593726355
FDH40,OUT019,220.37449376349323
FDW58,OUT017,1742.670760887519
FDC47,OUT017,3891.4943773590876
NCR41,OUT035,1545.455484589439
DRG49,OUT035,3999.46021757754
FDC52,OUT027,4041.3859194644033
FDY13,OUT046,1238.7191574700637
FDY35,OUT013,717.1312970668623
FDI35,OUT017,3107.3112950843006
NCU18,OUT049,2306.9011507475398
FDY33,OUT018,2357.7733480431853
FDC15,OUT027,3848.5964324532765
FDU01,OUT049,3196.32236329528
NCU42,OUT046,2872.3651248467754
NCV29,OUT018,2628.840325627214
NCY30,OUT017,3178.1919209332964
FDQ46,OUT049,1776.3469228627591
FDG58,OUT027,3954.215681460262
FDK33,OUT017,3728.1919360231213
NCD07,OUT045,1900.6656952321625
NCX29,OUT027,3702.5947311670216
NCT42,OUT013,2487.0091860234184
DRN59,OUT035,767.9186691695168
FDI44,OUT035,1292.7323806707648
FDA45,OUT049,2822.463922060496
FDP31,OUT045,1035.5463004617657
FDY01,OUT046,1903.6855340064708
FDT09,OUT018,1819.6587598032152
DRH03,OUT027,2631.773738622549
FDA36,OUT018,2776.85064820338
NCF31,OUT017,2462.280931486274
FDG14,OUT049,2454.3144774217926
FDG28,OUT027,6142.65489668264
FDU14,OUT049,4074.308564350724
FDY47,OUT019,289.1055271134519
FDI56,OUT049,1381.4274469479853
DRD01,OUT013,864.649553507569
FDM22,OUT046,869.4176565543942
FDH33,OUT013,696.3212958344004
DRZ24,OUT013,1922.9857969570903
NCQ38,OUT046,1689.8490572874073
FDO16,OUT027,2394.714414124014
FDU07,OUT027,3807.1095234135705
NCB07,OUT013,3035.293196247498
FDU48,OUT045,2094.496826535708
NCM43,OUT045,2689.6599753964374
FDR31,OUT010,341.2568297139177
DRK49,OUT018,513.5210458988438
NCI30,OUT010,647.0075068378455
DRD60,OUT017,3100.1650272581937
NCG19,OUT046,3775.093580812256
FDH12,OUT035,1653.7078069596212
FDM32,OUT035,1506.8275784694654
FDM27,OUT035,2508.948015065203
NCU53,OUT027,4388.765216720526
NCQ18,OUT046,1595.7379843645956
FDS10,OUT013,3031.085141412876
FDB33,OUT027,4134.792917254578
FDI12,OUT013,1369.4978043283274
NCW42,OUT013,3764.376854245301
NCC06,OUT018,1813.1708052267522
FDW02,OUT017,2087.4116046689155
NCD43,OUT017,1743.9331827282115
FDM57,OUT018,1185.2725649271167
FDA58,OUT017,3933.250992475587
FDK56,OUT046,3171.4216962710034
FDP52,OUT045,3922.9780948485727
FDW20,OUT018,1787.1415199414148
FDS52,OUT049,1648.9606552065381
NCT29,OUT018,1744.442162187031
NCL54,OUT013,2897.7755638180993
FDC05,OUT045,2947.4022722523623
FDF34,OUT035,2968.423971799851
FDP03,OUT027,3256.319232157315
FDD32,OUT010,225.83865038468633
FDZ10,OUT045,1984.2698517228994
FDZ40,OUT035,856.0795447874843
FDD51,OUT018,538.1452402648541
NCY30,OUT019,474.7870753350955
FDP58,OUT017,3743.468057217104
FDV49,OUT017,4062.6508670869907
FDY24,OUT019,142.609445573126
NCO55,OUT017,1749.8805209204538
FDR13,OUT017,1933.71690892009
FDS51,OUT017,974.4910521772442
FDP26,OUT045,1651.6666077055258
NCB54,OUT027,3352.6063595605474
FDF32,OUT017,3194.0250889585964
FDN31,OUT018,2796.728270909477
DRM48,OUT017,621.6617203001897
FDN20,OUT049,2846.5134999180655
DRL01,OUT046,3814.700899488837
FDV56,OUT049,1678.3372617383286
DRH13,OUT027,2846.3420954841545
FDA03,OUT017,2488.2718153507794
FDF47,OUT027,5709.357649569965
FDX32,OUT046,2455.0754132453453
FDX57,OUT049,1553.239512905395
NCA30,OUT045,3104.630048459023
FDO49,OUT013,755.6871682871538
FDL04,OUT019,243.7557089031655
DRM48,OUT035,637.6512923166492
FDR16,OUT013,3528.000010228019
NCC19,OUT018,2884.668831311364
NCE42,OUT045,3854.198088346236
FDY24,OUT017,881.3042023870918
FDH19,OUT049,2760.5365950199325
FDJ46,OUT013,2896.4349448214243
FDN45,OUT010,590.5798693985919
FDY08,OUT035,2244.114909248554
FDZ37,OUT035,1361.4530131224703
NCT30,OUT045,755.6494825150844
DRY23,OUT018,519.3763407052223
NCZ30,OUT018,1782.1458790137046
FDC44,OUT018,1592.1241205520962
FDB45,OUT035,1669.670806979316
FDY04,OUT013,2669.4576959924934
FDM27,OUT046,2634.916031711892
FDZ43,OUT017,3932.6330910951824
FDT39,OUT019,344.6425899214836
NCC06,OUT019,286.3841592891586
FDL15,OUT027,3923.378397357338
FDL57,OUT017,4059.338767597354
FDU08,OUT046,1580.4110274486782
FDK40,OUT017,4055.9769347836177
FDQ12,OUT010,633.8573532840034
FDS48,OUT017,2509.001835787416
FDP09,OUT045,3503.1192221708684
FDW21,OUT049,1621.4033580516657
FDY25,OUT035,3038.368069678221
DRE13,OUT017,1391.4608417471093
FDV43,OUT019,114.21095089804344
FDD22,OUT045,1851.4327402249169
FDM46,OUT019,224.07571162079455
NCO30,OUT010,477.5365354700157
FDM25,OUT046,2860.0605566450026
NCN41,OUT049,2053.1700133815953
FDU24,OUT045,1523.507312351507
FDZ50,OUT046,3241.8678953783633
FDP45,OUT013,4150.573305937113
NCM54,OUT045,2053.150763999041
FDW10,OUT019,424.5434418326219
FDP20,OUT017,2102.446335258596
FDK32,OUT046,2458.301385965936
FDN52,OUT049,1359.9145723792217
FDM58,OUT045,1860.8597022467125
FDZ46,OUT027,2942.9894281763904
NCA18,OUT018,1670.9193487148486
FDD35,OUT046,2097.688404251338
NCK31,OUT035,761.4876401155368
FDI40,OUT027,2664.687399682479
FDT50,OUT019,230.35032130159135
NCT06,OUT046,2664.5908620895707
FDT31,OUT035,3137.5369097444536
FDT45,OUT049,857.4539874875727
FDT13,OUT045,3082.120368000295
FDO50,OUT045,1446.9622438080175
NCU18,OUT010,331.2820084784706
NCR54,OUT049,3151.7464958223723
NCO18,OUT018,2636.6217591466875
FDU09,OUT045,861.7232525964386
FDT13,OUT018,2791.059628444295
FDE09,OUT046,1791.9908040949658
NCK53,OUT019,251.97394676687978
FDG45,OUT049,3539.5562657590754
DRH15,OUT035,739.8540593715048
FDO21,OUT019,591.4180686052849
FDD14,OUT027,5012.637569678728
FDC09,OUT046,1755.2875094578567
FDH45,OUT027,1132.766875091573
FDV32,OUT046,1049.2030363404488
FDG12,OUT035,1961.007456997238
FDS32,OUT013,2287.9323646708044
NCL55,OUT018,3434.556158156789
DRE01,OUT035,3938.685457925816
DRE15,OUT049,1272.2735353037704
NCL42,OUT045,4063.1116595238204
FDP31,OUT013,1033.7872351325295
FDN33,OUT018,1292.7476766572836
FDZ59,OUT046,2655.2183525059554
FDE45,OUT010,452.4629318809593
FDJ07,OUT013,1914.8674104297368
FDQ45,OUT018,2760.5425296619446
FDM33,OUT027,5547.9111921031845
FDO15,OUT010,202.9655375804822
FDM46,OUT013,1512.7045343136142
FDR03,OUT045,3401.422403897649
FDY49,OUT018,2532.2771940110697
FDQ60,OUT045,1935.5587042428647
FDW10,OUT049,2808.5968340336667
FDO51,OUT049,732.3270419152806
FDJ40,OUT018,1456.476180827059
FDS20,OUT018,2670.3405091328736
FDU45,OUT013,1889.8840960280595
FDV02,OUT035,2906.795602770184
FDN09,OUT046,3936.992212128799
NCM55,OUT027,5108.370006508438
FDN23,OUT018,2001.549089474231
FDY31,OUT010,359.15693852585326
FDW03,OUT010,252.1436625523775
FDD14,OUT046,3155.7561437403474
FDV23,OUT017,2089.3209795511902
DRI03,OUT045,2925.963091998912
FDN13,OUT035,1636.2002191043568
FDF45,OUT027,1681.4313485844843
FDU46,OUT035,1352.477876776604
FDB57,OUT049,3656.274157599801
FDV12,OUT049,1635.3166175054762
FDQ58,OUT013,2477.990912590986
NCA18,OUT017,1881.7362900305875
FDH52,OUT049,971.7438522977142
FDM24,OUT018,2128.100993799742
NCP43,OUT027,4953.511574403118
NCO18,OUT019,438.68073016960267
FDM32,OUT017,1449.0776561968514
NCL07,OUT017,638.1513648010506
FDK03,OUT013,4071.3397231557847
FDP59,OUT017,1742.776619542402
FDQ24,OUT049,4082.5864612717683
FDQ16,OUT018,1469.0152645970886
FDU44,OUT013,2624.9660307135823
FDH28,OUT010,106.53735148886577
FDV28,OUT019,106.70213675504363
FDM22,OUT045,847.8425535245506
FDR56,OUT046,3133.8202774107917
FDV39,OUT049,3079.539145499958
FDU37,OUT019,225.979150580963
FDQ11,OUT010,1049.5675179762063
FDX02,OUT045,3782.5519856956957
NCS42,OUT018,1290.8204974644632
FDY57,OUT027,2598.1432726653693
FDB21,OUT049,3901.648755058729
FDE28,OUT017,3921.794969266099
FDQ55,OUT017,1889.0631342886438
FDA48,OUT049,3650.0261552187403
FDZ19,OUT045,2854.1598940998015
NCC43,OUT045,4088.863800480559
NCV18,OUT046,1346.3921451657745
NCA42,OUT018,2389.651243962992
FDY45,OUT046,4061.1495318937937
NCC30,OUT045,3057.2901509733642
FDM57,OUT013,1368.1959646319456
FDL09,OUT010,408.2622658332402
FDB09,OUT027,3218.0522106949193
FDT44,OUT035,1955.0830901253128
NCT06,OUT027,4271.5435563526025
FDX26,OUT049,3208.128993813484
FDK32,OUT013,2417.4158480951637
DRA12,OUT046,2322.9470505166987
FDO46,OUT010,495.17105132543236
FDE52,OUT013,1360.3048351530515
NCH42,OUT045,3933.5393075031634
FDV08,OUT035,698.6925124455556
FDB47,OUT018,3187.3423137356467
FDC28,OUT010,257.06848228814556
FDD22,OUT046,1899.5510898179355
FDS07,OUT027,2983.2225754870638
DRI13,OUT045,3493.358610079533
FDG32,OUT018,3188.7831206411547
FDU14,OUT017,4024.1507116868975
FDD28,OUT019,168.53879694025323
NCP41,OUT017,1770.4897973064694
FDS08,OUT049,2767.309095391014
FDX47,OUT045,2540.9996726433415
FDC53,OUT019,250.11352761160492
FDQ19,OUT035,3995.773427392185
FDL14,OUT045,2460.855068746509
FDM33,OUT019,562.9078808181854
FDA51,OUT045,1922.545887245699
FDZ27,OUT018,647.3733581511763
FDT04,OUT046,676.0225930811218
DRC13,OUT049,2110.9808544319753
FDR16,OUT027,5462.673795359821
FDQ03,OUT027,6134.749916212271
FDE38,OUT035,2861.209488909127
DRH23,OUT027,1503.7633210603524
FDT11,OUT019,482.7139034810273
FDD09,OUT035,2970.1765411114407
FDR40,OUT045,1357.5078352050714
FDX07,OUT017,3176.6340192688967
FDR07,OUT035,1553.3307506157262
FDA51,OUT017,1882.2068614185964
FDT59,OUT019,585.6487420312227
FDF20,OUT017,3138.9496050798334
FDR13,OUT045,1926.5053121079807
FDY26,OUT049,3679.4799220034265
FDW04,OUT017,2116.6078594082132
FDK52,OUT017,3884.413980212647
FDN60,OUT049,2550.8995362962874
FDM09,OUT019,412.916471188113
FDP46,OUT049,1359.070688261351
FDB50,OUT019,228.68255662102868
NCQ29,OUT049,4108.089229993476
FDP16,OUT027,6145.393355621025
FDX33,OUT018,2365.019356048844
FDP07,OUT010,496.2203578447024
FDN22,OUT046,4037.0287564904393
FDF39,OUT049,4204.752645256733
FDS21,OUT017,941.6234174960459
NCM42,OUT013,1687.146529813636
FDK50,OUT019,395.37398550447733
DRF13,OUT027,3805.684529178483
FDH35,OUT018,2382.7218263384466
FDP60,OUT018,1382.1207387197696
DRJ49,OUT027,3365.1449472211684
NCT42,OUT019,335.3060794271647
FDE38,OUT049,2810.8881535673227
FDI04,OUT049,3026.8666757049423
NCH54,OUT045,2590.9767974345923
FDT56,OUT049,898.3578455652969
DRD15,OUT018,3204.9975444625325
FDV58,OUT013,2985.1843053640764
FDP21,OUT049,3166.3944274677037
FDH05,OUT013,3799.957193298379
FDR10,OUT027,4241.837868768752
NCP06,OUT045,2464.3551487335853
FDF33,OUT049,1706.3989681508447
DRK37,OUT013,3025.1230794058256
DRH49,OUT045,1350.695625710267
FDT58,OUT013,2851.58323778771
FDD41,OUT018,1388.922562313122
FDP40,OUT018,1523.1227712764223
FDM51,OUT027,2740.4081965573564
FDO45,OUT010,220.68586675948936
FDW33,OUT010,250.02133671046604
FDY24,OUT045,849.3438766743086
FDB10,OUT010,621.4285307784654
FDM40,OUT035,2288.506451004724
NCI06,OUT017,3115.390623841912
FDW12,OUT019,322.7978962961504
FDX48,OUT027,4080.6257445087326
NCW05,OUT027,2735.340986509834
FDX27,OUT017,1583.064887043139
DRM37,OUT045,2887.541065817984
FDA38,OUT045,3971.6783696596412
FDR36,OUT046,673.0096468595704
FDZ45,OUT046,3086.642904841695
FDG05,OUT017,2537.272598087021
FDK28,OUT013,4178.22741141615
FDV47,OUT045,1374.8414179083463
FDN21,OUT045,2725.148650480004
FDP20,OUT027,3299.7309264546584
FDI35,OUT045,3137.7800700440503
DRY23,OUT013,703.6973458117187
FDA56,OUT017,2004.3770364350473
FDB09,OUT013,2009.7901780616185
NCO26,OUT027,2990.0570486266915
FDQ49,OUT018,2352.068718473223
FDI52,OUT027,3107.9898194867696
FDZ44,OUT027,3011.726136448094
FDZ09,OUT018,2362.7073477666263
FDY03,OUT049,1924.6810747837478
NCG42,OUT017,2108.459729848986
DRI13,OUT027,5580.485465439285
FDQ32,OUT013,1988.4481534467448
FDW16,OUT035,1456.33067517441
FDU27,OUT046,780.9685543351276
FDR28,OUT010,429.1721364509841
FDQ49,OUT010,405.97456016139296
FDS37,OUT046,1945.185122976537
FDW26,OUT018,3129.822551852789
FDX12,OUT018,3325.246313336445
NCP06,OUT013,2484.4249191854474
FDW45,OUT010,347.3624494626269
NCN30,OUT049,1527.0682239793166
FDN24,OUT049,858.8995704945419
NCL41,OUT027,1026.8541993041597
FDR02,OUT019,255.77466307600497
FDD09,OUT010,489.43817382364665
FDS33,OUT010,246.44927575969447
FDU22,OUT045,1927.9015537112327
FDI53,OUT013,2702.6861855208567
DRH01,OUT049,2757.4203344001994
FDX32,OUT013,2331.9916181406106
NCP30,OUT018,488.7191439556008
FDB60,OUT045,2932.923620033316
FDB14,OUT049,1477.9149998944035
NCP02,OUT035,874.48535260062
FDJ10,OUT017,2286.099516416551
FDG34,OUT046,1781.8818763225254
NCB18,OUT017,1403.9515711287197
FDM16,OUT049,1227.5476674342342
FDW25,OUT018,1189.076431833123
FDB35,OUT010,220.15953541075308
DRN11,OUT013,2340.897794921144
FDF41,OUT019,627.5115926895761
FDH16,OUT045,1361.3932069076175
NCQ50,OUT018,3166.9547551742585
DRH23,OUT018,762.4472705107311
DRJ37,OUT013,2447.678441397016
DRJ24,OUT027,5036.295557339982
FDY16,OUT035,3253.487501535321
FDQ27,OUT045,1690.7334292340283
FDZ33,OUT045,2481.584581518066
FDF29,OUT045,2166.504126208036
FDA08,OUT049,2767.657980761543
FDG31,OUT046,1045.472195706531
FDE34,OUT019,497.8211905964519
NCR30,OUT027,2055.6848859289075
FDV33,OUT035,4146.711641703284
DRZ24,OUT018,1763.0977712221859
NCL54,OUT035,2905.9050724474673
FDR12,OUT049,2908.8102906291933
NCC54,OUT046,3911.0065050282296
DRN59,OUT013,748.6571610151337
FDX50,OUT019,258.03242496176705
FDV31,OUT027,4882.808304778168
NCA29,OUT027,4718.029391848543
FDW60,OUT049,2855.6472119576024
FDX08,OUT017,3192.7045840522055
DRD49,OUT013,3901.7074767468876
FDD33,OUT046,3794.490763918328
FDW35,OUT013,697.9053049428446
FDJ36,OUT017,1755.8480879212898
FDV51,OUT035,2816.8643120454303
FDW36,OUT046,1732.0647683018167
FDH35,OUT046,2648.629944016145
NCS30,OUT027,3338.1912532495467
FDN49,OUT017,647.6089454019193
FDL08,OUT018,3330.251461011516
FDI09,OUT013,3995.8014596371086
FDP19,OUT018,1834.1911955180244
FDU21,OUT010,111.69012783469903
NCP41,OUT045,1678.1612703568355
FDY10,OUT013,1857.4437173699189
FDP12,OUT018,476.10424391861903
NCN26,OUT049,1933.4922247403053
FDK44,OUT013,2864.1497714172046
FDC28,OUT049,1710.9646350358776
FDJ41,OUT027,6072.1202358180435
NCT29,OUT035,2071.806531905202
NCH42,OUT019,576.175981269974
FDU60,OUT018,2462.1591503911345
FDS02,OUT045,3115.843024871028
FDC51,OUT046,2071.6339024772237
FDU03,OUT013,3207.341140542791
FDX39,OUT045,3603.4527482894487
NCY05,OUT010,109.40171434016254
NCL06,OUT027,6072.1202358180435
FDD32,OUT035,1286.8712038012688
NCN41,OUT045,1962.6763651889592
NCX53,OUT049,2283.0287189442547
FDU57,OUT019,333.3798190316967
FDQ23,OUT046,1724.6239265831564
FDQ52,OUT045,4114.51234433344
FDC14,OUT045,696.6597070423687
FDY09,OUT035,2864.53229113136
FDQ28,OUT045,2500.369639005081
FDV25,OUT046,3643.9975813311344
FDJ07,OUT035,1892.5346221611637
DRB25,OUT049,1717.1671682860708
FDK52,OUT019,569.5232000006577
FDY52,OUT027,1740.710325962024
FDB28,OUT046,3107.141155522706
FDT36,OUT035,631.0837184949909
FDV25,OUT017,3812.128969446248
NCN07,OUT027,3361.187590930056
FDC57,OUT017,3185.5590912506686
FDQ03,OUT018,3265.1159243454763
FDU23,OUT017,2684.0311238017193
NCX41,OUT035,3566.788792728937
NCD06,OUT035,780.462304238415
FDW08,OUT045,1691.3915575796648
NCU29,OUT017,2464.8895537221456
NCE06,OUT013,2674.912896850247
FDV52,OUT010,270.67178578719574
FDB02,OUT017,2841.5090264712535
NCR18,OUT045,702.1705780211769
FDK16,OUT049,1524.8429542829888
NCQ29,OUT010,646.6135678565897
FDZ01,OUT019,241.0489478000875
FDW27,OUT035,2594.0643049260048
FDD17,OUT018,3291.837072702095
FDW39,OUT013,2935.167829105042
DRH59,OUT045,1190.9536230037575
FDS52,OUT013,1666.3633474013384
FDU40,OUT027,5322.700237244903
NCF54,OUT013,2867.284838753721
FDH46,OUT045,1724.281958765339
NCP14,OUT049,1735.181049113279
FDH50,OUT049,3241.5230984505047
DRF15,OUT010,404.81281995841715
FDV27,OUT027,2448.9698240338803
NCJ06,OUT049,2038.9632887613561
FDN02,OUT018,3130.305115747648
FDQ51,OUT049,764.7843574326165
FDQ07,OUT017,3822.598507822851
FDS45,OUT049,1664.7744444349112
NCJ06,OUT045,2016.5305857792225
FDD36,OUT035,1892.826329461727
FDY25,OUT045,3187.8278477865915
FDU52,OUT046,2436.2993317512246
DRK47,OUT017,3909.0750429063332
NCL30,OUT017,2104.7901034338975
FDN22,OUT035,4080.527514310897
NCF30,OUT027,3168.8843377426574
FDK03,OUT035,4127.184732092955
FDT45,OUT017,893.5838432354523
NCC54,OUT027,6139.35030612175
